Chapter_number,Chapter_description,Short_code_three,Cause_description
13,Diseases of the musculoskeletal system and connective tissue,M92,Other juvenile osteochondrosis
13,Diseases of the musculoskeletal system and connective tissue,M93,Other osteochondropathies
13,Diseases of the musculoskeletal system and connective tissue,M94,Other disorders of cartilage
13,Diseases of the musculoskeletal system and connective tissue,M95,Other acquired deformities of musculoskeletal system and connective tissue
13,Diseases of the musculoskeletal system and connective tissue,M96,"Postprocedural musculoskeletal disorders, not elsewhere classified"
13,Diseases of the musculoskeletal system and connective tissue,M99,"Biomechanical lesions, not elsewhere classified"
14,Diseases of the genitourinary system,N00,Acute nephritic syndrome
14,Diseases of the genitourinary system,N01,Rapidly progressive nephritic syndrome
14,Diseases of the genitourinary system,N02,Recurrent and persistent haematuria
14,Diseases of the genitourinary system,N03,Chronic nephritic syndrome
14,Diseases of the genitourinary system,N04,Nephrotic syndrome
14,Diseases of the genitourinary system,N05,Unspecified nephritic syndrome
14,Diseases of the genitourinary system,N06,Isolated proteinuria with specified morphological lesion
14,Diseases of the genitourinary system,N07,"Hereditary nephropathy, not elsewhere classified"
14,Diseases of the genitourinary system,N08,Glomerular disorders in diseases classified elsewhere
14,Diseases of the genitourinary system,N10,Acute tubulo-interstitial nephritis
14,Diseases of the genitourinary system,N11,Chronic tubulo-interstitial nephritis
14,Diseases of the genitourinary system,N12,"Tubulo-interstitial nephritis, not specified as acute or chronic"
14,Diseases of the genitourinary system,N13,Obstructive and reflux uropathy
14,Diseases of the genitourinary system,N14,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions
14,Diseases of the genitourinary system,N15,Other renal tubulo-interstitial diseases
14,Diseases of the genitourinary system,N16,Renal tubulo-interstitial disorders in diseases classified elsewhere
14,Diseases of the genitourinary system,N17,Acute renal failure
14,Diseases of the genitourinary system,N18,Chronic kidney disease
14,Diseases of the genitourinary system,N19,Unspecified kidney failure
14,Diseases of the genitourinary system,N20,Calculus of kidney and ureter
14,Diseases of the genitourinary system,N21,Calculus of lower urinary tract
14,Diseases of the genitourinary system,N22,Calculus of urinary tract in diseases classified elsewhere
14,Diseases of the genitourinary system,N23,Unspecified renal colic
14,Diseases of the genitourinary system,N25,Disorders resulting from impaired renal tubular function
14,Diseases of the genitourinary system,N26,Unspecified contracted kidney
14,Diseases of the genitourinary system,N27,Small kidney of unknown cause
14,Diseases of the genitourinary system,N28,"Other disorders of kidney and ureter, not elsewhere classified"
14,Diseases of the genitourinary system,N29,Other disorders of kidney and ureter in diseases classified elsewhere
14,Diseases of the genitourinary system,N30,Cystitis
14,Diseases of the genitourinary system,N31,"Neuromuscular dysfunction of bladder, not elsewhere classified"
14,Diseases of the genitourinary system,N32,Other disorders of bladder
14,Diseases of the genitourinary system,N33,Bladder disorders in diseases classified elsewhere
14,Diseases of the genitourinary system,N34,Urethritis and urethral syndrome
14,Diseases of the genitourinary system,N35,Urethral stricture
14,Diseases of the genitourinary system,N36,Other disorders of urethra
14,Diseases of the genitourinary system,N37,Urethral disorders in diseases classified elsewhere
14,Diseases of the genitourinary system,N39,Other disorders of urinary system
14,Diseases of the genitourinary system,N40,Hyperplasia of prostate
14,Diseases of the genitourinary system,N41,Inflammatory diseases of prostate
14,Diseases of the genitourinary system,N42,Other disorders of prostate
14,Diseases of the genitourinary system,N43,Hydrocele and spermatocele
14,Diseases of the genitourinary system,N44,Torsion of testis
14,Diseases of the genitourinary system,N45,Orchitis and epididymitis
14,Diseases of the genitourinary system,N46,Male infertility
14,Diseases of the genitourinary system,N47,"Redundant prepuce, phimosis and paraphimosis"
14,Diseases of the genitourinary system,N48,Other disorders of penis
14,Diseases of the genitourinary system,N49,"Inflammatory disorders of male genital organs, not elsewhere classified"
14,Diseases of the genitourinary system,N50,Other disorders of male genital organs
14,Diseases of the genitourinary system,N51,Disorders of male genital organs in diseases classified elsewhere
14,Diseases of the genitourinary system,N60,Benign mammary dysplasia
14,Diseases of the genitourinary system,N61,Inflammatory disorders of breast
14,Diseases of the genitourinary system,N62,Hypertrophy of breast
14,Diseases of the genitourinary system,N63,Unspecified lump in breast
14,Diseases of the genitourinary system,N64,Other disorders of breast
14,Diseases of the genitourinary system,N70,Salpingitis and oophoritis
14,Diseases of the genitourinary system,N71,"Inflammatory disease of uterus, except cervix"
14,Diseases of the genitourinary system,N72,Inflammatory disease of cervix uteri
14,Diseases of the genitourinary system,N73,Other female pelvic inflammatory diseases
14,Diseases of the genitourinary system,N74,Female pelvic inflammatory disorders in diseases classified elsewhere
14,Diseases of the genitourinary system,N75,Diseases of Bartholin gland
14,Diseases of the genitourinary system,N76,Other inflammation of vagina and vulva
14,Diseases of the genitourinary system,N77,Vulvovaginal ulceration and inflammation in diseases classified elsewhere
14,Diseases of the genitourinary system,N80,Endometriosis
14,Diseases of the genitourinary system,N81,Female genital prolapse
14,Diseases of the genitourinary system,N82,Fistulae involving female genital tract
14,Diseases of the genitourinary system,N83,"Noninflammatory disorders of ovary, fallopian tube and broad ligament"
14,Diseases of the genitourinary system,N84,Polyp of female genital tract
14,Diseases of the genitourinary system,N85,"Other noninflammatory disorders of uterus, except cervix"
14,Diseases of the genitourinary system,N86,Erosion and ectropion of cervix uteri
14,Diseases of the genitourinary system,N87,Dysplasia of cervix uteri
14,Diseases of the genitourinary system,N88,Other noninflammatory disorders of cervix uteri
14,Diseases of the genitourinary system,N89,Other noninflammatory disorders of vagina
14,Diseases of the genitourinary system,N90,Other noninflammatory disorders of vulva and perineum
14,Diseases of the genitourinary system,N91,"Absent, scanty and rare menstruation"
14,Diseases of the genitourinary system,N92,"Excessive, frequent and irregular menstruation"
14,Diseases of the genitourinary system,N93,Other abnormal uterine and vaginal bleeding
14,Diseases of the genitourinary system,N94,Pain and other conditions associated with female genital organs and menstrual cycle
14,Diseases of the genitourinary system,N95,Menopausal and other perimenopausal disorders
14,Diseases of the genitourinary system,N96,Habitual aborter
14,Diseases of the genitourinary system,N97,Female infertility
14,Diseases of the genitourinary system,N98,Complications associated with artificial fertilization
14,Diseases of the genitourinary system,N99,"Postprocedural disorders of genitourinary system, not elsewhere classified"
15,"Pregnancy, childbirth and the puerperium",O00,Ectopic pregnancy
15,"Pregnancy, childbirth and the puerperium",O01,Hydatidiform mole
15,"Pregnancy, childbirth and the puerperium",O02,Other abnormal products of conception
15,"Pregnancy, childbirth and the puerperium",O03,Spontaneous abortion
15,"Pregnancy, childbirth and the puerperium",O04,Medical abortion
15,"Pregnancy, childbirth and the puerperium",O05,Other abortion
15,"Pregnancy, childbirth and the puerperium",O06,Unspecified abortion
15,"Pregnancy, childbirth and the puerperium",O07,Failed attempted abortion
15,"Pregnancy, childbirth and the puerperium",O08,Complications following abortion and ectopic and molar pregnancy
15,"Pregnancy, childbirth and the puerperium",O10,"Pre-existing hypertension complicating pregnancy, childbirth and the puerperium"
15,"Pregnancy, childbirth and the puerperium",O11,Pre-eclampsia superimposed on chronic hypertension
15,"Pregnancy, childbirth and the puerperium",O12,Gestational [pregnancy-induced] oedema and proteinuria without hypertension
15,"Pregnancy, childbirth and the puerperium",O13,Gestational [pregnancy-induced] hypertension
15,"Pregnancy, childbirth and the puerperium",O14,Pre-eclampsia
15,"Pregnancy, childbirth and the puerperium",O15,Eclampsia
15,"Pregnancy, childbirth and the puerperium",O16,Unspecified maternal hypertension
15,"Pregnancy, childbirth and the puerperium",O20,Haemorrhage in early pregnancy
15,"Pregnancy, childbirth and the puerperium",O21,Excessive vomiting in pregnancy
15,"Pregnancy, childbirth and the puerperium",O22,Venous complications and haemorrhoids in pregnancy
15,"Pregnancy, childbirth and the puerperium",O23,Infections of genitourinary tract in pregnancy
15,"Pregnancy, childbirth and the puerperium",O24,Diabetes mellitus in pregnancy
15,"Pregnancy, childbirth and the puerperium",O25,Malnutrition in pregnancy
15,"Pregnancy, childbirth and the puerperium",O26,Maternal care for other conditions predominantly related to pregnancy
15,"Pregnancy, childbirth and the puerperium",O28,Abnormal findings on antenatal screening of mother
15,"Pregnancy, childbirth and the puerperium",O29,Complications of anaesthesia during pregnancy
15,"Pregnancy, childbirth and the puerperium",O30,Multiple gestation
15,"Pregnancy, childbirth and the puerperium",O31,Complications specific to multiple gestation
15,"Pregnancy, childbirth and the puerperium",O32,Maternal care for known or suspected malpresentation of fetus
15,"Pregnancy, childbirth and the puerperium",O33,Maternal care for known or suspected disproportion
15,"Pregnancy, childbirth and the puerperium",O34,Maternal care for known or suspected abnormality of pelvic organs
15,"Pregnancy, childbirth and the puerperium",O35,Maternal care for known or suspected fetal abnormality and damage
15,"Pregnancy, childbirth and the puerperium",O36,Maternal care for other known or suspected fetal problems
15,"Pregnancy, childbirth and the puerperium",O40,Polyhydramnios
15,"Pregnancy, childbirth and the puerperium",O41,Other disorders of amniotic fluid and membranes
15,"Pregnancy, childbirth and the puerperium",O42,Premature rupture of membranes
15,"Pregnancy, childbirth and the puerperium",O43,Placental disorders
15,"Pregnancy, childbirth and the puerperium",O44,Placenta praevia
15,"Pregnancy, childbirth and the puerperium",O45,Premature separation of placenta [abruptio placentae]
15,"Pregnancy, childbirth and the puerperium",O46,"Antepartum haemorrhage, not elsewhere classified"
