Group,Condition_name,ICD10_Code,Sex,Age_group,Fraction
Digestive diseases,Acute and chronic pancreatitis,K853,Male,75-84 years,0.35
Digestive diseases,Acute and chronic pancreatitis,K853,Female,75-84 years,0.15
Digestive diseases,Acute and chronic pancreatitis,K853,Male,85 and over,0.25
Digestive diseases,Acute and chronic pancreatitis,K853,Female,85 and over,0.08
Digestive diseases,Acute and chronic pancreatitis,K854,Male,16-24 years,0.28
Digestive diseases,Acute and chronic pancreatitis,K854,Female,16-24 years,0.16
Digestive diseases,Acute and chronic pancreatitis,K854,Male,25-34 years,0.37
Digestive diseases,Acute and chronic pancreatitis,K854,Female,25-34 years,0.19
Digestive diseases,Acute and chronic pancreatitis,K854,Male,35-44 years,0.43
Digestive diseases,Acute and chronic pancreatitis,K854,Female,35-44 years,0.24
Digestive diseases,Acute and chronic pancreatitis,K854,Male,45-54 years,0.44
Digestive diseases,Acute and chronic pancreatitis,K854,Female,45-54 years,0.32
Digestive diseases,Acute and chronic pancreatitis,K854,Male,55-64 years,0.48
Digestive diseases,Acute and chronic pancreatitis,K854,Female,55-64 years,0.29
Digestive diseases,Acute and chronic pancreatitis,K854,Male,65-74 years,0.44
Digestive diseases,Acute and chronic pancreatitis,K854,Female,65-74 years,0.21
Digestive diseases,Acute and chronic pancreatitis,K854,Male,75-84 years,0.35
Digestive diseases,Acute and chronic pancreatitis,K854,Female,75-84 years,0.15
Digestive diseases,Acute and chronic pancreatitis,K854,Male,85 and over,0.25
Digestive diseases,Acute and chronic pancreatitis,K854,Female,85 and over,0.08
Digestive diseases,Acute and chronic pancreatitis,K855,Male,16-24 years,0.28
Digestive diseases,Acute and chronic pancreatitis,K855,Female,16-24 years,0.16
Digestive diseases,Acute and chronic pancreatitis,K855,Male,25-34 years,0.37
Digestive diseases,Acute and chronic pancreatitis,K855,Female,25-34 years,0.19
Digestive diseases,Acute and chronic pancreatitis,K855,Male,35-44 years,0.43
Digestive diseases,Acute and chronic pancreatitis,K855,Female,35-44 years,0.24
Digestive diseases,Acute and chronic pancreatitis,K855,Male,45-54 years,0.44
Digestive diseases,Acute and chronic pancreatitis,K855,Female,45-54 years,0.32
Digestive diseases,Acute and chronic pancreatitis,K855,Male,55-64 years,0.48
Digestive diseases,Acute and chronic pancreatitis,K855,Female,55-64 years,0.29
Digestive diseases,Acute and chronic pancreatitis,K855,Male,65-74 years,0.44
Digestive diseases,Acute and chronic pancreatitis,K855,Female,65-74 years,0.21
Digestive diseases,Acute and chronic pancreatitis,K855,Male,75-84 years,0.35
Digestive diseases,Acute and chronic pancreatitis,K855,Female,75-84 years,0.15
Digestive diseases,Acute and chronic pancreatitis,K855,Male,85 and over,0.25
Digestive diseases,Acute and chronic pancreatitis,K855,Female,85 and over,0.08
Digestive diseases,Acute and chronic pancreatitis,K856,Male,16-24 years,0.28
Digestive diseases,Acute and chronic pancreatitis,K856,Female,16-24 years,0.16
Digestive diseases,Acute and chronic pancreatitis,K856,Male,25-34 years,0.37
Digestive diseases,Acute and chronic pancreatitis,K856,Female,25-34 years,0.19
Digestive diseases,Acute and chronic pancreatitis,K856,Male,35-44 years,0.43
Digestive diseases,Acute and chronic pancreatitis,K856,Female,35-44 years,0.24
Digestive diseases,Acute and chronic pancreatitis,K856,Male,45-54 years,0.44
Digestive diseases,Acute and chronic pancreatitis,K856,Female,45-54 years,0.32
Digestive diseases,Acute and chronic pancreatitis,K856,Male,55-64 years,0.48
Digestive diseases,Acute and chronic pancreatitis,K856,Female,55-64 years,0.29
Digestive diseases,Acute and chronic pancreatitis,K856,Male,65-74 years,0.44
Digestive diseases,Acute and chronic pancreatitis,K856,Female,65-74 years,0.21
Digestive diseases,Acute and chronic pancreatitis,K856,Male,75-84 years,0.35
Digestive diseases,Acute and chronic pancreatitis,K856,Female,75-84 years,0.15
Digestive diseases,Acute and chronic pancreatitis,K856,Male,85 and over,0.25
Digestive diseases,Acute and chronic pancreatitis,K856,Female,85 and over,0.08
Digestive diseases,Acute and chronic pancreatitis,K857,Male,16-24 years,0.28
Digestive diseases,Acute and chronic pancreatitis,K857,Female,16-24 years,0.16
Digestive diseases,Acute and chronic pancreatitis,K857,Male,25-34 years,0.37
Digestive diseases,Acute and chronic pancreatitis,K857,Female,25-34 years,0.19
Digestive diseases,Acute and chronic pancreatitis,K857,Male,35-44 years,0.43
Digestive diseases,Acute and chronic pancreatitis,K857,Female,35-44 years,0.24
Digestive diseases,Acute and chronic pancreatitis,K857,Male,45-54 years,0.44
Digestive diseases,Acute and chronic pancreatitis,K857,Female,45-54 years,0.32
Digestive diseases,Acute and chronic pancreatitis,K857,Male,55-64 years,0.48
Digestive diseases,Acute and chronic pancreatitis,K857,Female,55-64 years,0.29
Digestive diseases,Acute and chronic pancreatitis,K857,Male,65-74 years,0.44
Digestive diseases,Acute and chronic pancreatitis,K857,Female,65-74 years,0.21
Digestive diseases,Acute and chronic pancreatitis,K857,Male,75-84 years,0.35
Digestive diseases,Acute and chronic pancreatitis,K857,Female,75-84 years,0.15
Digestive diseases,Acute and chronic pancreatitis,K857,Male,85 and over,0.25
Digestive diseases,Acute and chronic pancreatitis,K857,Female,85 and over,0.08
Digestive diseases,Acute and chronic pancreatitis,K858,Male,16-24 years,0.28
Digestive diseases,Acute and chronic pancreatitis,K858,Female,16-24 years,0.16
Digestive diseases,Acute and chronic pancreatitis,K858,Male,25-34 years,0.37
Digestive diseases,Acute and chronic pancreatitis,K858,Female,25-34 years,0.19
Digestive diseases,Acute and chronic pancreatitis,K858,Male,35-44 years,0.43
Digestive diseases,Acute and chronic pancreatitis,K858,Female,35-44 years,0.24
Digestive diseases,Acute and chronic pancreatitis,K858,Male,45-54 years,0.44
Digestive diseases,Acute and chronic pancreatitis,K858,Female,45-54 years,0.32
Digestive diseases,Acute and chronic pancreatitis,K858,Male,55-64 years,0.48
Digestive diseases,Acute and chronic pancreatitis,K858,Female,55-64 years,0.29
Digestive diseases,Acute and chronic pancreatitis,K858,Male,65-74 years,0.44
Digestive diseases,Acute and chronic pancreatitis,K858,Female,65-74 years,0.21
Digestive diseases,Acute and chronic pancreatitis,K858,Male,75-84 years,0.35
Digestive diseases,Acute and chronic pancreatitis,K858,Female,75-84 years,0.15
Digestive diseases,Acute and chronic pancreatitis,K858,Male,85 and over,0.25
Digestive diseases,Acute and chronic pancreatitis,K858,Female,85 and over,0.08
Digestive diseases,Acute and chronic pancreatitis,K859,Male,16-24 years,0.28
Digestive diseases,Acute and chronic pancreatitis,K859,Female,16-24 years,0.16
Digestive diseases,Acute and chronic pancreatitis,K859,Male,25-34 years,0.37
Digestive diseases,Acute and chronic pancreatitis,K859,Female,25-34 years,0.19
Digestive diseases,Acute and chronic pancreatitis,K859,Male,35-44 years,0.43
Digestive diseases,Acute and chronic pancreatitis,K859,Female,35-44 years,0.24
Digestive diseases,Acute and chronic pancreatitis,K859,Male,45-54 years,0.44
Digestive diseases,Acute and chronic pancreatitis,K859,Female,45-54 years,0.32
Digestive diseases,Acute and chronic pancreatitis,K859,Male,55-64 years,0.48
Digestive diseases,Acute and chronic pancreatitis,K859,Female,55-64 years,0.29
Digestive diseases,Acute and chronic pancreatitis,K859,Male,65-74 years,0.44
Digestive diseases,Acute and chronic pancreatitis,K859,Female,65-74 years,0.21
Digestive diseases,Acute and chronic pancreatitis,K859,Male,75-84 years,0.35
Digestive diseases,Acute and chronic pancreatitis,K859,Female,75-84 years,0.15
Digestive diseases,Acute and chronic pancreatitis,K859,Male,85 and over,0.25
Digestive diseases,Acute and chronic pancreatitis,K859,Female,85 and over,0.08
Pregnancy and childbirth,Spontaneous abortion,O03,Male,16-24 years,0
Pregnancy and childbirth,Spontaneous abortion,O03,Female,16-24 years,0.09
Pregnancy and childbirth,Spontaneous abortion,O03,Male,25-34 years,0
Pregnancy and childbirth,Spontaneous abortion,O03,Female,25-34 years,0.1
Pregnancy and childbirth,Spontaneous abortion,O03,Male,35-44 years,0
Pregnancy and childbirth,Spontaneous abortion,O03,Female,35-44 years,0.1
Pregnancy and childbirth,Spontaneous abortion,O03,Male,45-54 years,0
Pregnancy and childbirth,Spontaneous abortion,O03,Female,45-54 years,0.11
Pregnancy and childbirth,Spontaneous abortion,O03,Male,55-64 years,0
Pregnancy and childbirth,Spontaneous abortion,O03,Female,55-64 years,0
Pregnancy and childbirth,Spontaneous abortion,O03,Male,65-74 years,0
Pregnancy and childbirth,Spontaneous abortion,O03,Female,65-74 years,0
Pregnancy and childbirth,Spontaneous abortion,O03,Male,75-84 years,0
Pregnancy and childbirth,Spontaneous abortion,O03,Female,75-84 years,0
Pregnancy and childbirth,Spontaneous abortion,O03,Male,85 and over,0
Pregnancy and childbirth,Spontaneous abortion,O03,Female,85 and over,0
Pregnancy and childbirth,Low birth weight,P05,Male,16-24 years,0
Pregnancy and childbirth,Low birth weight,P05,Female,16-24 years,0.01
Pregnancy and childbirth,Low birth weight,P05,Male,25-34 years,0
Pregnancy and childbirth,Low birth weight,P05,Female,25-34 years,0.02
Pregnancy and childbirth,Low birth weight,P05,Male,35-44 years,0
Pregnancy and childbirth,Low birth weight,P05,Female,35-44 years,0.05
Pregnancy and childbirth,Low birth weight,P05,Male,45-54 years,0
Pregnancy and childbirth,Low birth weight,P05,Female,45-54 years,0.09
Pregnancy and childbirth,Low birth weight,P05,Male,55-64 years,0
Pregnancy and childbirth,Low birth weight,P05,Female,55-64 years,0
Pregnancy and childbirth,Low birth weight,P05,Male,65-74 years,0
Pregnancy and childbirth,Low birth weight,P05,Female,65-74 years,0
Pregnancy and childbirth,Low birth weight,P05,Male,75-84 years,0
Pregnancy and childbirth,Low birth weight,P05,Female,75-84 years,0
Pregnancy and childbirth,Low birth weight,P05,Male,85 and over,0
Pregnancy and childbirth,Low birth weight,P05,Female,85 and over,0
Pregnancy and childbirth,Low birth weight,P06,Male,16-24 years,0
Pregnancy and childbirth,Low birth weight,P06,Female,16-24 years,0.01
Pregnancy and childbirth,Low birth weight,P06,Male,25-34 years,0
Pregnancy and childbirth,Low birth weight,P06,Female,25-34 years,0.02
Pregnancy and childbirth,Low birth weight,P06,Male,35-44 years,0
Pregnancy and childbirth,Low birth weight,P06,Female,35-44 years,0.05
Pregnancy and childbirth,Low birth weight,P06,Male,45-54 years,0
Pregnancy and childbirth,Low birth weight,P06,Female,45-54 years,0.09
Pregnancy and childbirth,Low birth weight,P06,Male,55-64 years,0
Pregnancy and childbirth,Low birth weight,P06,Female,55-64 years,0
Pregnancy and childbirth,Low birth weight,P06,Male,65-74 years,0
Pregnancy and childbirth,Low birth weight,P06,Female,65-74 years,0
Pregnancy and childbirth,Low birth weight,P06,Male,75-84 years,0
Pregnancy and childbirth,Low birth weight,P06,Female,75-84 years,0
Pregnancy and childbirth,Low birth weight,P06,Male,85 and over,0
Pregnancy and childbirth,Low birth weight,P06,Female,85 and over,0
Pregnancy and childbirth,Low birth weight,P07,Male,16-24 years,0
Pregnancy and childbirth,Low birth weight,P07,Female,16-24 years,0.01
Pregnancy and childbirth,Low birth weight,P07,Male,25-34 years,0
Pregnancy and childbirth,Low birth weight,P07,Female,25-34 years,0.02
Pregnancy and childbirth,Low birth weight,P07,Male,35-44 years,0
Pregnancy and childbirth,Low birth weight,P07,Female,35-44 years,0.05
Pregnancy and childbirth,Low birth weight,P07,Male,45-54 years,0
Pregnancy and childbirth,Low birth weight,P07,Female,45-54 years,0.09
Pregnancy and childbirth,Low birth weight,P07,Male,55-64 years,0
Pregnancy and childbirth,Low birth weight,P07,Female,55-64 years,0
Pregnancy and childbirth,Low birth weight,P07,Male,65-74 years,0
Pregnancy and childbirth,Low birth weight,P07,Female,65-74 years,0
Pregnancy and childbirth,Low birth weight,P07,Male,75-84 years,0
Pregnancy and childbirth,Low birth weight,P07,Female,75-84 years,0
Pregnancy and childbirth,Low birth weight,P07,Male,85 and over,0
Pregnancy and childbirth,Low birth weight,P07,Female,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V021,Male,16-24 years,0.08
Unintenional injuries,Road/pedestrian traffic accidents,V021,Female,16-24 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V021,Male,25-34 years,0.15
Unintenional injuries,Road/pedestrian traffic accidents,V021,Female,25-34 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V021,Male,35-44 years,0.21
Unintenional injuries,Road/pedestrian traffic accidents,V021,Female,35-44 years,0.03
Unintenional injuries,Road/pedestrian traffic accidents,V021,Male,45-54 years,0.22
Unintenional injuries,Road/pedestrian traffic accidents,V021,Female,45-54 years,0.06
Unintenional injuries,Road/pedestrian traffic accidents,V021,Male,55-64 years,0.25
Unintenional injuries,Road/pedestrian traffic accidents,V021,Female,55-64 years,0.04
Unintenional injuries,Road/pedestrian traffic accidents,V021,Male,65-74 years,0.16
Unintenional injuries,Road/pedestrian traffic accidents,V021,Female,65-74 years,0.01
Unintenional injuries,Road/pedestrian traffic accidents,V021,Male,75-84 years,0.07
Unintenional injuries,Road/pedestrian traffic accidents,V021,Female,75-84 years,0
Unintenional injuries,Road/pedestrian traffic accidents,V021,Male,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V021,Female,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V022,Male,16-24 years,0.08
Unintenional injuries,Road/pedestrian traffic accidents,V022,Female,16-24 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V022,Male,25-34 years,0.15
Unintenional injuries,Road/pedestrian traffic accidents,V022,Female,25-34 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V022,Male,35-44 years,0.21
Unintenional injuries,Road/pedestrian traffic accidents,V022,Female,35-44 years,0.03
Unintenional injuries,Road/pedestrian traffic accidents,V022,Male,45-54 years,0.22
Unintenional injuries,Road/pedestrian traffic accidents,V022,Female,45-54 years,0.06
Unintenional injuries,Road/pedestrian traffic accidents,V022,Male,55-64 years,0.25
Unintenional injuries,Road/pedestrian traffic accidents,V022,Female,55-64 years,0.04
Unintenional injuries,Road/pedestrian traffic accidents,V022,Male,65-74 years,0.16
Unintenional injuries,Road/pedestrian traffic accidents,V022,Female,65-74 years,0.01
Unintenional injuries,Road/pedestrian traffic accidents,V022,Male,75-84 years,0.07
Unintenional injuries,Road/pedestrian traffic accidents,V022,Female,75-84 years,0
Unintenional injuries,Road/pedestrian traffic accidents,V022,Male,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V022,Female,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V023,Male,16-24 years,0.08
Unintenional injuries,Road/pedestrian traffic accidents,V023,Female,16-24 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V023,Male,25-34 years,0.15
Unintenional injuries,Road/pedestrian traffic accidents,V023,Female,25-34 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V023,Male,35-44 years,0.21
Unintenional injuries,Road/pedestrian traffic accidents,V023,Female,35-44 years,0.03
Unintenional injuries,Road/pedestrian traffic accidents,V023,Male,45-54 years,0.22
Unintenional injuries,Road/pedestrian traffic accidents,V023,Female,45-54 years,0.06
Unintenional injuries,Road/pedestrian traffic accidents,V023,Male,55-64 years,0.25
Unintenional injuries,Road/pedestrian traffic accidents,V023,Female,55-64 years,0.04
Unintenional injuries,Road/pedestrian traffic accidents,V023,Male,65-74 years,0.16
Unintenional injuries,Road/pedestrian traffic accidents,V023,Female,65-74 years,0.01
Unintenional injuries,Road/pedestrian traffic accidents,V023,Male,75-84 years,0.07
Unintenional injuries,Road/pedestrian traffic accidents,V023,Female,75-84 years,0
Unintenional injuries,Road/pedestrian traffic accidents,V023,Male,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V023,Female,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V024,Male,16-24 years,0.08
Unintenional injuries,Road/pedestrian traffic accidents,V024,Female,16-24 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V024,Male,25-34 years,0.15
Unintenional injuries,Road/pedestrian traffic accidents,V024,Female,25-34 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V024,Male,35-44 years,0.21
Unintenional injuries,Road/pedestrian traffic accidents,V024,Female,35-44 years,0.03
Unintenional injuries,Road/pedestrian traffic accidents,V024,Male,45-54 years,0.22
Unintenional injuries,Road/pedestrian traffic accidents,V024,Female,45-54 years,0.06
Unintenional injuries,Road/pedestrian traffic accidents,V024,Male,55-64 years,0.25
Unintenional injuries,Road/pedestrian traffic accidents,V024,Female,55-64 years,0.04
Unintenional injuries,Road/pedestrian traffic accidents,V024,Male,65-74 years,0.16
Unintenional injuries,Road/pedestrian traffic accidents,V024,Female,65-74 years,0.01
Unintenional injuries,Road/pedestrian traffic accidents,V024,Male,75-84 years,0.07
Unintenional injuries,Road/pedestrian traffic accidents,V024,Female,75-84 years,0
